Text,Tokenized,Cleaned_Tokens,Sentiment
delia dylan daily thoughts prayers glad port easier shoes fun alone husband working insane hours time take oral maintenance meds 16 years ribbon tree beautiful tribute saline taste metallic delia strong person aloha hawai lyssa,"['delia', 'dylan', 'daily', 'thoughts', 'prayers', 'glad', 'port', 'easier', 'shoes', 'fun', 'alone', 'husband', 'working', 'insane', 'hours', 'time', 'take', 'oral', 'maintenance', 'meds', '16', 'years', 'ribbon', 'tree', 'beautiful', 'tribute', 'saline', 'taste', 'metallic', 'delia', 'strong', 'person', 'aloha', 'hawai', 'lyssa']","['delia', 'dylan', 'daily', 'thought', 'prayer', 'glad', 'port', 'easier', 'shoe', 'fun', 'alone', 'husband', 'working', 'insane', 'hour', 'time', 'take', 'oral', 'maintenance', 'med', 'year', 'ribbon', 'tree', 'beautiful', 'tribute', 'saline', 'taste', 'metallic', 'delia', 'strong', 'person', 'aloha', 'hawai', 'lyssa']",2
delia handling wish grace shes amazing inspiring watch,"['delia', 'handling', 'wish', 'grace', 'shes', 'amazing', 'inspiring', 'watch']","['delia', 'handling', 'wish', 'grace', 'shes', 'amazing', 'inspiring', 'watch']",2
new old,"['new', 'old']","['new', 'old']",2
triple negative breast cancer mom sister hard alive today,"['triple', 'negative', 'breast', 'cancer', 'mom', 'sister', 'hard', 'alive', 'today']","['triple', 'negative', 'breast', 'cancer', 'mom', 'sister', 'hard', 'alive', 'today']",0
proud,['proud'],['proud'],3
delia,['delia'],['delia'],1
hola porfa ponga para traduccir español espero recuperes pq eres una guerrera gran esposo bendiciones para ambos,"['hola', 'porfa', 'ponga', 'para', 'traduccir', 'español', 'espero', 'recuperes', 'pq', 'eres', 'una', 'guerrera', 'gran', 'esposo', 'bendiciones', 'para', 'ambos']","['hola', 'porfa', 'ponga', 'para', 'traduccir', 'español', 'espero', 'recuperes', 'eres', 'una', 'guerrera', 'gran', 'esposo', 'bendiciones', 'para', 'ambo']",1
sweetie angel going thru others amazing still praying,"['sweetie', 'angel', 'going', 'thru', 'others', 'amazing', 'still', 'praying']","['sweetie', 'angel', 'going', 'thru', 'others', 'amazing', 'still', 'praying']",2
may god bless healing,"['may', 'god', 'bless', 'healing']","['may', 'god', 'bless', 'healing']",1
thank delia sharing journey god bless pray sweet husband lovely lady,"['thank', 'delia', 'sharing', 'journey', 'god', 'bless', 'pray', 'sweet', 'husband', 'lovely', 'lady']","['thank', 'delia', 'sharing', 'journey', 'god', 'bless', 'pray', 'sweet', 'husband', 'lovely', 'lady']",2
truly make proud breast cancer survivor god,"['truly', 'make', 'proud', 'breast', 'cancer', 'survivor', 'god']","['truly', 'make', 'proud', 'breast', 'cancer', 'survivor', 'god']",3
delia keep prayers brave soul keep staying strong father god help holy ghost guide jesus name pray love,"['delia', 'keep', 'prayers', 'brave', 'soul', 'keep', 'staying', 'strong', 'father', 'god', 'help', 'holy', 'ghost', 'guide', 'jesus', 'name', 'pray', 'love']","['delia', 'keep', 'prayer', 'brave', 'soul', 'keep', 'staying', 'strong', 'father', 'god', 'help', 'holy', 'ghost', 'guide', 'jesus', 'name', 'pray', 'love']",2
dear delia sorry hear sad news mom dinogsed breast cancer 6 year ago remember got results back doctor mom crying together tough time us cancer free 6 year glad went chemotherapy surgery radiation mom dr recommended chemotherapy first due tumors hugs lumpectomy radiation last time believed natureral way also mom take turmeric power hot water honey fresh burdock root dry soursop leaves fresh dandelion leaves boil drink tea drink every day mom dr surprised fast tumors shrink even lumpectomy schedule please check 4 things 4 things help shrink cancer tumors fight cancer turmeric root powder dry soursop leaves burdock root dandelion leaves dandelion leaves burdock root turmeric root powder buy organic grocery store dry soursop leaves buy amazon,"['dear', 'delia', 'sorry', 'hear', 'sad', 'news', 'mom', 'dinogsed', 'breast', 'cancer', 'year', 'ago', 'remember', 'got', 'results', 'back', 'doctor', 'mom', 'crying', 'together', 'tough', 'time', 'us', 'cancer', 'free', 'year', 'glad', 'went', 'chemotherapy', 'surgery', 'radiation', 'mom', 'dr', 'recommended', 'chemotherapy', 'first', 'due', 'tumors', 'hugs', 'lumpectomy', 'radiation', 'last', 'time', 'believed', 'natureral', 'way', 'also', 'mom', 'take', 'turmeric', 'power', 'hot', 'water', 'honey', 'fresh', 'burdock', 'root', 'dry', 'soursop', 'leaves', 'fresh', 'dandelion', 'leaves', 'boil', 'drink', 'tea', 'drink', 'every', 'day', 'mom', 'dr', 'surprised', 'fast', 'tumors', 'shrink', 'even', 'lumpectomy', 'schedule', 'please', 'check', 'things', 'things', 'help', 'shrink', 'cancer', 'tumors', 'fight', 'cancer', 'turmeric', 'root', 'powder', 'dry', 'soursop', 'leaves', 'burdock', 'root', 'dandelion', 'leaves', 'dandelion', 'leaves', 'burdock', 'root', 'turmeric', 'root', 'powder', 'buy', 'organic', 'grocery', 'store', 'dry', 'soursop', 'leaves', 'buy', 'amazon']","['dear', 'delia', 'sorry', 'hear', 'sad', 'news', 'mom', 'dinogsed', 'breast', 'cancer', 'year', 'ago', 'remember', 'got', 'result', 'back', 'doctor', 'mom', 'cry', 'together', 'tough', 'time', 'cancer', 'free', 'year', 'glad', 'went', 'chemotherapy', 'surgery', 'radiation', 'mom', 'recommended', 'chemotherapy', 'first', 'due', 'tumor', 'hug', 'lumpectomy', 'radiation', 'last', 'time', 'believed', 'natureral', 'way', 'also', 'mom', 'take', 'turmeric', 'power', 'hot', 'water', 'honey', 'fresh', 'burdock', 'root', 'dry', 'soursop', 'leaf', 'fresh', 'dandelion', 'leaf', 'boil', 'drink', 'tea', 'drink', 'every', 'day', 'mom', 'surprised', 'fast', 'tumor', 'shrink', 'even', 'lumpectomy', 'schedule', 'please', 'check', 'thing', 'thing', 'help', 'shrink', 'cancer', 'tumor', 'fight', 'cancer', 'turmeric', 'root', 'powder', 'dry', 'soursop', 'leaf', 'burdock', 'root', 'dandelion', 'leaf', 'dandelion', 'leaf', 'burdock', 'root', 'turmeric', 'root', 'powder', 'buy', 'organic', 'grocery', 'store', 'dry', 'soursop', 'leaf', 'buy', 'amazon']",1
seeing adriamycin made heart hurt breast cancer twice first time 24 years old used red devil second time 32 part treatment cancer free 12 years see let eat popsicles treatment really helps mouth sores god bless good luck,"['seeing', 'adriamycin', 'made', 'heart', 'hurt', 'breast', 'cancer', 'twice', 'first', 'time', '24', 'years', 'old', 'used', 'red', 'devil', 'second', 'time', '32', 'part', 'treatment', 'cancer', 'free', '12', 'years', 'see', 'let', 'eat', 'popsicles', 'treatment', 'really', 'helps', 'mouth', 'sores', 'god', 'bless', 'good', 'luck']","['seeing', 'adriamycin', 'made', 'heart', 'hurt', 'breast', 'cancer', 'twice', 'first', 'time', 'year', 'old', 'used', 'red', 'devil', 'second', 'time', 'part', 'treatment', 'cancer', 'free', 'year', 'see', 'let', 'eat', 'popsicle', 'treatment', 'really', 'help', 'mouth', 'sore', 'god', 'bless', 'good', 'luck']",2
stay strong delia husband amazing supportive,"['stay', 'strong', 'delia', 'husband', 'amazing', 'supportive']","['stay', 'strong', 'delia', 'husband', 'amazing', 'supportive']",2
know strong know strong hope become cancer free soon forget hero,"['know', 'strong', 'know', 'strong', 'hope', 'become', 'cancer', 'free', 'soon', 'forget', 'hero']","['know', 'strong', 'know', 'strong', 'hope', 'become', 'cancer', 'free', 'soon', 'forget', 'hero']",2
god bless,"['god', 'bless']","['god', 'bless']",1
wishing speedy recovery going beat cancer butt got girl,"['wishing', 'speedy', 'recovery', 'going', 'beat', 'cancer', 'butt', 'got', 'girl']","['wishing', 'speedy', 'recovery', 'going', 'beat', 'cancer', 'butt', 'got', 'girl']",1
praying,['praying'],['praying'],1
positivity strength beautiful thank sharing us,"['positivity', 'strength', 'beautiful', 'thank', 'sharing', 'us']","['positivity', 'strength', 'beautiful', 'thank', 'sharing']",3
prayers beautiful,"['prayers', 'beautiful']","['prayer', 'beautiful']",3
new friend sending healing prayers hugs positive vibes cynthia coast oregon great grandmother mom sisters little sister suffered died breast cancer 3 benign tumors removed since 2003 davesandersstepdaughter,"['new', 'friend', 'sending', 'healing', 'prayers', 'hugs', 'positive', 'vibes', 'cynthia', 'coast', 'oregon', 'great', 'grandmother', 'mom', 'sisters', 'little', 'sister', 'suffered', 'died', 'breast', 'cancer', 'benign', 'tumors', 'removed', 'since', '2003']","['new', 'friend', 'sending', 'healing', 'prayer', 'hug', 'positive', 'vibe', 'cynthia', 'coast', 'oregon', 'great', 'grandmother', 'mom', 'sister', 'little', 'sister', 'suffered', 'died', 'breast', 'cancer', 'benign', 'tumor', 'removed', 'since', '2003']",2
god bless delia prayers kick cancers butt,"['god', 'bless', 'delia', 'prayers', 'kick', 'cancers', 'butt']","['god', 'bless', 'delia', 'prayer', 'kick', 'cancer', 'butt']",1
husband diagnosed aggressive brain tumor 52 still 10 year old home,"['husband', 'diagnosed', 'aggressive', 'brain', 'tumor', '52', 'still', '10', 'year', 'old', 'home']","['husband', 'diagnosed', 'aggressive', 'brain', 'tumor', 'still', 'year', 'old', 'home']",1
strong sweet sending continued love prayers,"['strong', 'sweet', 'sending', 'continued', 'love', 'prayers']","['strong', 'sweet', 'sending', 'continued', 'love', 'prayer']",2
sending good vibes saw cancer broke heart age hope god keeps safe,"['sending', 'good', 'vibes', 'saw', 'cancer', 'broke', 'heart', 'age', 'hope', 'god', 'keeps', 'safe']","['sending', 'good', 'vibe', 'saw', 'cancer', 'broke', 'heart', 'age', 'hope', 'god', 'keep', 'safe']",2
delia positive example women ages know faith lot positive attitude also believe lot whoever raised strong positive sweet person people world praying dylan family got,"['delia', 'positive', 'example', 'women', 'ages', 'know', 'faith', 'lot', 'positive', 'attitude', 'also', 'believe', 'lot', 'whoever', 'raised', 'strong', 'positive', 'sweet', 'person', 'people', 'world', 'praying', 'dylan', 'family', 'got']","['delia', 'positive', 'example', 'woman', 'age', 'know', 'faith', 'lot', 'positive', 'attitude', 'also', 'believe', 'lot', 'whoever', 'raised', 'strong', 'positive', 'sweet', 'person', 'people', 'world', 'praying', 'dylan', 'family', 'got']",2
hold soldier truly role model wish best recover soon,"['hold', 'soldier', 'truly', 'role', 'model', 'wish', 'best', 'recover', 'soon']","['hold', 'soldier', 'truly', 'role', 'model', 'wish', 'best', 'recover', 'soon']",3
walked treatment better woman,"['walked', 'treatment', 'better', 'woman']","['walked', 'treatment', 'better', 'woman']",2
blessing going battles covered around world much love strength coming way,"['blessing', 'going', 'battles', 'covered', 'around', 'world', 'much', 'love', 'strength', 'coming', 'way']","['blessing', 'going', 'battle', 'covered', 'around', 'world', 'much', 'love', 'strength', 'coming', 'way']",2
thoughts,['thoughts'],['thought'],1
many prayers beautiful wife,"['many', 'prayers', 'beautiful', 'wife']","['many', 'prayer', 'beautiful', 'wife']",2
wow inspiration keep fighting got,"['wow', 'inspiration', 'keep', 'fighting', 'got']","['wow', 'inspiration', 'keep', 'fighting', 'got']",1
god bless sweet girl incredible job getting sending love prayers positive energy way,"['god', 'bless', 'sweet', 'girl', 'incredible', 'job', 'getting', 'sending', 'love', 'prayers', 'positive', 'energy', 'way']","['god', 'bless', 'sweet', 'girl', 'incredible', 'job', 'getting', 'sending', 'love', 'prayer', 'positive', 'energy', 'way']",2
breaks heart life cruel beat,"['breaks', 'heart', 'life', 'cruel', 'beat']","['break', 'heart', 'life', 'cruel', 'beat']",4
know much harder behind scenes put best foot forward show us strong want give extra love extra hugs moments see share difficult pray feel good get fast know lot support,"['know', 'much', 'harder', 'behind', 'scenes', 'put', 'best', 'foot', 'forward', 'show', 'us', 'strong', 'want', 'give', 'extra', 'love', 'extra', 'hugs', 'moments', 'see', 'share', 'difficult', 'pray', 'feel', 'good', 'get', 'fast', 'know', 'lot', 'support']","['know', 'much', 'harder', 'behind', 'scene', 'put', 'best', 'foot', 'forward', 'show', 'strong', 'want', 'give', 'extra', 'love', 'extra', 'hug', 'moment', 'see', 'share', 'difficult', 'pray', 'feel', 'good', 'get', 'fast', 'know', 'lot', 'support']",2
red devil crazy done fight cancer warrior thank sharing journey decision change treatment centers,"['red', 'devil', 'crazy', 'done', 'fight', 'cancer', 'warrior', 'thank', 'sharing', 'journey', 'decision', 'change', 'treatment', 'centers']","['red', 'devil', 'crazy', 'done', 'fight', 'cancer', 'warrior', 'thank', 'sharing', 'journey', 'decision', 'change', 'treatment', 'center']",0
also flavor flush gross hated especially already queasy chemo,"['also', 'flavor', 'flush', 'gross', 'hated', 'especially', 'already', 'queasy', 'chemo']","['also', 'flavor', 'flush', 'gross', 'hated', 'especially', 'already', 'queasy', 'chemo']",0
port could always taste saline,"['port', 'could', 'always', 'taste', 'saline']","['port', 'could', 'always', 'taste', 'saline']",1
prayers day happy halfway mark treatments bless future love pure hope,"['prayers', 'day', 'happy', 'halfway', 'mark', 'treatments', 'bless', 'future', 'love', 'pure', 'hope']","['prayer', 'day', 'happy', 'halfway', 'mark', 'treatment', 'bless', 'future', 'love', 'pure', 'hope']",2
beautiful positive soul,"['beautiful', 'positive', 'soul']","['beautiful', 'positive', 'soul']",2
keep prayers love,"['keep', 'prayers', 'love']","['keep', 'prayer', 'love']",2
hope get better soon red medicine given 10 minutes looks soooo scary hope need anymore soon strong lady best wishes,"['hope', 'get', 'better', 'soon', 'red', 'medicine', 'given', '10', 'minutes', 'looks', 'soooo', 'scary', 'hope', 'need', 'anymore', 'soon', 'strong', 'lady', 'best', 'wishes']","['hope', 'get', 'better', 'soon', 'red', 'medicine', 'given', 'minute', 'look', 'soooo', 'scary', 'hope', 'need', 'anymore', 'soon', 'strong', 'lady', 'best', 'wish']",2
stumbled across channel think far best thing ever seen youtube delia strong watching journey honestly given strength,"['stumbled', 'across', 'channel', 'think', 'far', 'best', 'thing', 'ever', 'seen', 'youtube', 'delia', 'strong', 'watching', 'journey', 'honestly', 'given', 'strength']","['stumbled', 'across', 'channel', 'think', 'far', 'best', 'thing', 'ever', 'seen', 'youtube', 'delia', 'strong', 'watching', 'journey', 'honestly', 'given', 'strength']",2
beautiful soul may god bless love god back percent,"['beautiful', 'soul', 'may', 'god', 'bless', 'love', 'god', 'back', 'percent']","['beautiful', 'soul', 'may', 'god', 'bless', 'love', 'god', 'back', 'percent']",2
chatwin fam,"['chatwin', 'fam']","['chatwin', 'fam']",1
pharmacist cancer center primarily focus breast cancer person verifies mixes medications often get interact patients beautiful reminder behind every syringe bag person going battle thank much sharing journey thoughts prayers 3 ask doctor magic mouthwash get sores mouth usually get hospital compounded local community pharmacy,"['pharmacist', 'cancer', 'center', 'primarily', 'focus', 'breast', 'cancer', 'person', 'verifies', 'mixes', 'medications', 'often', 'get', 'interact', 'patients', 'beautiful', 'reminder', 'behind', 'every', 'syringe', 'bag', 'person', 'going', 'battle', 'thank', 'much', 'sharing', 'journey', 'thoughts', 'prayers', 'ask', 'doctor', 'magic', 'mouthwash', 'get', 'sores', 'mouth', 'usually', 'get', 'hospital', 'compounded', 'local', 'community', 'pharmacy']","['pharmacist', 'cancer', 'center', 'primarily', 'focus', 'breast', 'cancer', 'person', 'verifies', 'mix', 'medication', 'often', 'get', 'interact', 'patient', 'beautiful', 'reminder', 'behind', 'every', 'syringe', 'bag', 'person', 'going', 'battle', 'thank', 'much', 'sharing', 'journey', 'thought', 'prayer', 'ask', 'doctor', 'magic', 'mouthwash', 'get', 'sore', 'mouth', 'usually', 'get', 'hospital', 'compounded', 'local', 'community', 'pharmacy']",2
awe strong keep positive laugh read funny books finished tradition treatments well totally get tasting spearment gum sniff essential oils saved often rubbed wrists sniff chemical smells got strong also great onocology mouth wash canker soars works ill find pic dm got girl warrior,"['awe', 'strong', 'keep', 'positive', 'laugh', 'read', 'funny', 'books', 'finished', 'tradition', 'treatments', 'well', 'totally', 'get', 'tasting', 'spearment', 'gum', 'sniff', 'essential', 'oils', 'saved', 'often', 'rubbed', 'wrists', 'sniff', 'chemical', 'smells', 'got', 'strong', 'also', 'great', 'onocology', 'mouth', 'wash', 'canker', 'soars', 'works', 'ill', 'find', 'pic', 'dm', 'got', 'girl', 'warrior']","['awe', 'strong', 'keep', 'positive', 'laugh', 'read', 'funny', 'book', 'finished', 'tradition', 'treatment', 'well', 'totally', 'get', 'tasting', 'spearment', 'gum', 'sniff', 'essential', 'oil', 'saved', 'often', 'rubbed', 'wrist', 'sniff', 'chemical', 'smell', 'got', 'strong', 'also', 'great', 'onocology', 'mouth', 'wash', 'canker', 'soar', 'work', 'ill', 'find', 'pic', 'got', 'girl', 'warrior']",2
