data,tokens
comment: “ i am stronger because i had to be i am smarter because of my mistakes happier because of the sadness i have known and now wiser because i have learned”  you are amazing,"['comment', 'stronger', 'smarter', 'mistake', 'happier', 'sadness', 'know', 'wiser', 'learn', 'amaze']"
comment: keep on fighting youve got this delia,"['comment', 'keep', 'fight', 'youve', 'get', 'delia']"
comment: half way there   we are all with you every step of the way especially the lord above,"['comment', 'half', 'way', 'every', 'step', 'way', 'especially', 'lord']"
comment: im sending you so much love you can do this you are so strong,"['comment', 'im', 'send', 'much', 'love', 'strong']"
comment: god bless you sweet girl praying you get well soon,"['comment', 'god', 'bless', 'sweet', 'girl', 'pray', 'get', 'well', 'soon']"
comment: never give up girl and i am keeping u in my prayers,"['comment', 'never', 'give', 'girl', 'keep', 'u', 'prayers']"
"comment: too sad life is so fragile tonight a man crashed into my neighbours wall he had a heart attack he only lived for another  minutes a neighbour phoned the last dialled number on his phone and got hold of his brother my neighbours all came out to help this one phoning the ambulance that one a doctor my husband went to get a nurse we know up in the road and he managed to flag down the police within minutes we had very competent people trying their best to revive him it just reminded me once again how precious life is and how we should cherish our loved ones

you two have been through so much already at such a young age i know this will make you stronger and very empathetic humans  im sending you love from south africa and will pray and believe like everyone else watching and your loved ones that you will come out just fine and even stronger at the end of this","['comment', 'sad', 'life', 'fragile', 'tonight', 'man', 'crash', 'neighbour', 'wall', 'heart', 'attack', 'live', 'another', 'minutes', 'neighbour', 'phone', 'last', 'dial', 'number', 'phone', 'get', 'hold', 'brother', 'neighbour', 'come', 'help', 'one', 'phone', 'ambulance', 'one', 'doctor', 'husband', 'go', 'get', 'nurse', 'know', 'road', 'manage', 'flag', 'police', 'within', 'minutes', 'competent', 'people', 'try', 'best', 'revive', 'remind', 'precious', 'life', 'cherish', 'love', 'ones', 'two', 'much', 'already', 'young', 'age', 'know', 'make', 'stronger', 'empathetic', 'humans', 'im', 'send', 'love', 'south', 'africa', 'pray', 'believe', 'like', 'everyone', 'else', 'watch', 'love', 'ones', 'come', 'fine', 'even', 'stronger', 'end']"
comment: you have been in my prayers,"['comment', 'prayers']"
comment: delia i go to md anderson in arizona too i have leukemia blood cancer can i ask which one you go to i go to the one in glendale you give me inspiration on my own cancer journey,"['comment', 'delia', 'go', 'md', 'anderson', 'arizona', 'leukemia', 'blood', 'cancer', 'ask', 'one', 'go', 'go', 'one', 'glendale', 'give', 'inspiration', 'cancer', 'journey']"
comment: f,"['comment', 'f']"
comment: continued prayers for the both of you blessings,"['comment', 'continue', 'prayers', 'bless']"
comment: delia you are a champion i salute you,"['comment', 'delia', 'champion', 'salute']"
comment: god is mighty in you,"['comment', 'god', 'mighty']"
comment: so brave,"['comment', 'brave']"
comment: delia you are a very strong brave and truly beautiful young woman  as tough as it may be by inviting us all to be a part of your unfathomable difficult journey you have given us a precious gift by sharing  your knowledge of this dreaded disease has served you well  you are realistic while determined to beat the hell out of it  forgive my swearing but it is what it is  your positivity will also serve you very well all the while drinking in the goodness of life and loved ones  humor is quite an antidote also  please know i mean this with all my heart and being  i just lost my youngish husband to pancreatic cancer on   we dont know one another but i am so proud of you,"['comment', 'delia', 'strong', 'brave', 'truly', 'beautiful', 'young', 'woman', 'tough', 'may', 'invite', 'us', 'part', 'unfathomable', 'difficult', 'journey', 'give', 'us', 'precious', 'gift', 'share', 'knowledge', 'dread', 'disease', 'serve', 'well', 'realistic', 'determine', 'beat', 'hell', 'forgive', 'swear', 'positivity', 'also', 'serve', 'well', 'drink', 'goodness', 'life', 'love', 'ones', 'humor', 'quite', 'antidote', 'also', 'please', 'know', 'mean', 'heart', 'lose', 'youngish', 'husband', 'pancreatic', 'cancer', 'dont', 'know', 'one', 'another', 'proud']"
comment: sending prayers to all those who need it right now  you are all fearfully and wonderfully made … you will get through this and come out stronger than ever  in jesus mighty name i pray … amen,"['comment', 'send', 'prayers', 'need', 'right', 'fearfully', 'wonderfully', 'make', 'get', 'come', 'stronger', 'ever', 'jesus', 'mighty', 'name', 'pray', 'amen']"
comment: continuing to pray for you,"['comment', 'continue', 'pray']"
comment: dexamethasone is that steroid they give you i’m assuming zofran and compazine are the two anti nausea medications they also give to you it’s so crazy how similar veterinary oncology is to human oncology we do the same protocols and use some of the same drugs as well doxorubicin is the worst though i always feel for our patients that get it stay strong you’ve got this,"['comment', 'dexamethasone', 'steroid', 'give', 'assume', 'zofran', 'compazine', 'two', 'anti', 'nausea', 'medications', 'also', 'give', 'crazy', 'similar', 'veterinary', 'oncology', 'human', 'oncology', 'protocols', 'use', 'drug', 'well', 'doxorubicin', 'worst', 'though', 'always', 'feel', 'patients', 'get', 'stay', 'strong', 'get']"
comment: i was wondering if the anti nausea meds would make you sleepy because they dope me up and i always wondered if it was just me you doing this really helps others to have an understanding of treatments and helps reduce fears or hang ups about it,"['comment', 'wonder', 'anti', 'nausea', 'meds', 'would', 'make', 'sleepy', 'dope', 'always', 'wonder', 'really', 'help', 'others', 'understand', 'treatments', 'help', 'reduce', 'fear', 'hang', 'up']"
comment: ,['comment']
comment: my friend was diagnosed with  breast cancer she beat it in about a year to the day she found out she then developed brain cancer had surgery to remove tumors all within a week of finding out she is free  clear all scans have come back negative i wish you the best,"['comment', 'friend', 'diagnose', 'breast', 'cancer', 'beat', 'year', 'day', 'find', 'develop', 'brain', 'cancer', 'surgery', 'remove', 'tumors', 'within', 'week', 'find', 'free', 'clear', 'scan', 'come', 'back', 'negative', 'wish', 'best']"
comment: watching your videos you are so strong prayers for your complete healing sweetheart,"['comment', 'watch', 'videos', 'strong', 'prayers', 'complete', 'heal', 'sweetheart']"
comment: good luck delia……it does look yucky having those treatments    a terrible ordeal you have to go through i feel for you…,"['comment', 'good', 'luck', 'look', 'yucky', 'treatments', 'terrible', 'ordeal', 'go', 'feel']"
comment: my family had this similar horrible experience this is a very hard journey good luck and my best wishes to u,"['comment', 'family', 'similar', 'horrible', 'experience', 'hard', 'journey', 'good', 'luck', 'best', 'wish', 'u']"
comment: speak everyday psalm   it is your message  god is your shephred,"['comment', 'speak', 'everyday', 'psalm', 'message', 'god', 'shephred']"
comment: delia god be with you all the time  god word say when you are weak i am stong  by the grace of god you are strong   we love you  god is your healer  one day you are free in the name of jesus,"['comment', 'delia', 'god', 'time', 'god', 'word', 'say', 'weak', 'stong', 'grace', 'god', 'strong', 'love', 'god', 'healer', 'one', 'day', 'free', 'name', 'jesus']"
comment: the fact that uncle paul made an appearance 🥺 i love you both so so much so proud of you d… you’re so strong,"['comment', 'fact', 'uncle', 'paul', 'make', 'appearance', 'love', 'much', 'proud', 'strong']"
comment: so beautiful,"['comment', 'beautiful']"
comment: you have so many people praying for you and your family we are all here supporting you,"['comment', 'many', 'people', 'pray', 'family', 'support']"
comment: you got this girl  you are so strong,"['comment', 'get', 'girl', 'strong']"
comment: ,['comment']
comment: thank you for sharing your journey you are a very strong and brave young woman god is with you and will carry you thru this journey,"['comment', 'thank', 'share', 'journey', 'strong', 'brave', 'young', 'woman', 'god', 'carry', 'thru', 'journey']"
"comment: praying for you and your family as you travel this journey together
my favorite verse when helping my mom and dad go through their treatments was proverbs 
may our heavenly father continue to lift you up in his living arms rest in him🤗","['comment', 'pray', 'family', 'travel', 'journey', 'together', 'favorite', 'verse', 'help', 'mom', 'dad', 'go', 'treatments', 'proverbs', 'may', 'heavenly', 'father', 'continue', 'lift', 'live', 'arm', 'rest']"
comment: my doctor said one of the factor that we got cancer is because of less of d supplement d can from the sun and also from supplement d we must take iu god bless you deliakeep strong,"['comment', 'doctor', 'say', 'one', 'factor', 'get', 'cancer', 'less', 'supplement', 'sun', 'also', 'supplement', 'must', 'take', 'iu', 'god', 'bless', 'deliakeep', 'strong']"
comment: you are a very strong women and you are blessed to havegod watching over you peace and love  and prayers to you,"['comment', 'strong', 'women', 'bless', 'havegod', 'watch', 'peace', 'love', 'prayers']"
comment: thank you for sharing your journey you are a true beautiful strong warrior i have had you in my prays every night since you told us on here  pray for a speedy recovery  love and hugs from donna and family xx liverpool uk,"['comment', 'thank', 'share', 'journey', 'true', 'beautiful', 'strong', 'warrior', 'pray', 'every', 'night', 'since', 'tell', 'us', 'pray', 'speedy', 'recovery', 'love', 'hug', 'donna', 'family', 'xx', 'liverpool', 'uk']"
comment: delia you are a rock star so proud of you  for you  all the pink warriors out there god bless,"['comment', 'delia', 'rock', 'star', 'proud', 'pink', 'warriors', 'god', 'bless']"
comment: your amazing your an inspiration to sooooo many ppl you guys are in my thoughts and prayers god bless you your a survivor,"['comment', 'amaze', 'inspiration', 'sooooo', 'many', 'ppl', 'guy', 'thoughts', 'prayers', 'god', 'bless', 'survivor']"
comment: love you delia  miss ya,"['comment', 'love', 'delia', 'miss', 'ya']"
comment: forza,"['comment', 'forza']"
comment: i finished  months of chemo in july for colon cancer i am now dealing with the anemia and low white blood count from the chemo i am sending you virtual hugs and strength as you continue your treatments i wish you the best of luck,"['comment', 'finish', 'months', 'chemo', 'july', 'colon', 'cancer', 'deal', 'anemia', 'low', 'white', 'blood', 'count', 'chemo', 'send', 'virtual', 'hug', 'strength', 'continue', 'treatments', 'wish', 'best', 'luck']"
"comment: your treatment sounds similar to what my husband did while battling stage  non hodgkin’s lymphoma   they gave him ice cream to combat the canker sores he got a headache from that red stuff they you pain medication after that i’m praying for you his going strong still after being diagnosed  years ago   

i hope your families are calling you and sending you lots of care packages they help to keep your spirits up   i’m praying for you guys","['comment', 'treatment', 'sound', 'similar', 'husband', 'battle', 'stage', 'non', 'hodgkin', 'lymphoma', 'give', 'ice', 'cream', 'combat', 'canker', 'sores', 'get', 'headache', 'red', 'stuff', 'pain', 'medication', 'pray', 'go', 'strong', 'still', 'diagnose', 'years', 'ago', 'hope', 'families', 'call', 'send', 'lot', 'care', 'package', 'help', 'keep', 'spirit', 'pray', 'guy']"
