Text,Tokenized,Processed_Text
praying xoxo,"['praying', 'xoxo']",praying xoxo
sending love prayers one strong woman admire brave,"['sending', 'love', 'prayers', 'one', 'strong', 'woman', 'admire', 'brave']",sending love prayers one strong woman admire brave
port 4 years getting flushed every month worst part one sailing tasted sooo bad hated sooo bad port anymore cuz come skin ended emergency surgery last summer able take whole thing scar tissues build around port catheter port still 8 inch catheter port left inside prayers strong person ever give,"['port', 'years', 'getting', 'flushed', 'every', 'month', 'worst', 'part', 'one', 'sailing', 'tasted', 'sooo', 'bad', 'hated', 'sooo', 'bad', 'port', 'anymore', 'cuz', 'come', 'skin', 'ended', 'emergency', 'surgery', 'last', 'summer', 'able', 'take', 'whole', 'thing', 'scar', 'tissues', 'build', 'around', 'port', 'catheter', 'port', 'still', 'inch', 'catheter', 'port', 'left', 'inside', 'prayers', 'strong', 'person', 'ever', 'give']",port years getting flushed every month worst part one sailing tasted sooo bad hated sooo bad port anymore cuz come skin ended emergency surgery last summer able take whole thing scar tissues build around port catheter port still inch catheter port left inside prayers strong person ever give
sending prayers hugs,"['sending', 'prayers', 'hugs']",sending prayers hugs
strong recently got diagnosed stage 4 lung cancer age 24 first chemotherapy treatment thursday,"['strong', 'recently', 'got', 'diagnosed', 'stage', 'lung', 'cancer', 'age', '24', 'first', 'chemotherapy', 'treatment', 'thursday']",strong recently got diagnosed stage lung cancer age 24 first chemotherapy treatment thursday
thank sharing intimate thing sending prayers way,"['thank', 'sharing', 'intimate', 'thing', 'sending', 'prayers', 'way']",thank sharing intimate thing sending prayers way
súper women,"['súper', 'women']",súper women
admire positive outlook life difficult situation stay strong girl,"['admire', 'positive', 'outlook', 'life', 'difficult', 'situation', 'stay', 'strong', 'girl']",admire positive outlook life difficult situation stay strong girl
delia rockstar strong continue prayers great,"['delia', 'rockstar', 'strong', 'continue', 'prayers', 'great']",delia rockstar strong continue prayers great
many people watching praying faith god everything possible keep fighting keep positive attitude surround family good people,"['many', 'people', 'watching', 'praying', 'faith', 'god', 'everything', 'possible', 'keep', 'fighting', 'keep', 'positive', 'attitude', 'surround', 'family', 'good', 'people']",many people watching praying faith god everything possible keep fighting keep positive attitude surround family good people
sorry going delia pleased dylan side keep strong wishing well fight much love uk,"['sorry', 'going', 'delia', 'pleased', 'dylan', 'side', 'keep', 'strong', 'wishing', 'well', 'fight', 'much', 'love', 'uk']",sorry going delia pleased dylan side keep strong wishing well fight much love uk
god bless,"['god', 'bless']",god bless
god bless heart strong still remember port chest 16y aml brave one remission 20 yrs front liner take care delia,"['god', 'bless', 'heart', 'strong', 'still', 'remember', 'port', 'chest', '16y', 'aml', 'brave', 'one', 'remission', '20', 'yrs', 'front', 'liner', 'take', 'care', 'delia']",god bless heart strong still remember port chest 16y aml brave one remission 20 yrs front liner take care delia
thanks sharing us keep fight got following story,"['thanks', 'sharing', 'us', 'keep', 'fight', 'got', 'following', 'story']",thanks sharing us keep fight got following story
amazing praying delia youll get hair gorgeous looks exactly like bio hair lol love tshirt good people laugh stay positive illness,"['amazing', 'praying', 'delia', 'youll', 'get', 'hair', 'gorgeous', 'looks', 'exactly', 'like', 'bio', 'hair', 'lol', 'love', 'tshirt', 'good', 'people', 'laugh', 'stay', 'positive', 'illness']",amazing praying delia youll get hair gorgeous looks exactly like bio hair lol love tshirt good people laugh stay positive illness
beautiful strong sending big hug,"['beautiful', 'strong', 'sending', 'big', 'hug']",beautiful strong sending big hug
god bless husband worrier god kingdom,"['god', 'bless', 'husband', 'worrier', 'god', 'kingdom']",god bless husband worrier god kingdom
sorry going courageous pray healing fast recovery,"['sorry', 'going', 'courageous', 'pray', 'healing', 'fast', 'recovery']",sorry going courageous pray healing fast recovery
amazing hope impact people smile make even grumpy grinch smile genuinely happy positivity genuine happiness makes better person hope know proud may know made proud let bump journey crumble took bull horns slaying cannot wait see video ringing bell deserve much light shines bright amazing personality queen keep head beautiful girl take day day like almost end road,"['amazing', 'hope', 'impact', 'people', 'smile', 'make', 'even', 'grumpy', 'grinch', 'smile', 'genuinely', 'happy', 'positivity', 'genuine', 'happiness', 'makes', 'better', 'person', 'hope', 'know', 'proud', 'may', 'know', 'made', 'proud', 'let', 'bump', 'journey', 'crumble', 'took', 'bull', 'horns', 'slaying', 'cannot', 'wait', 'see', 'video', 'ringing', 'bell', 'deserve', 'much', 'light', 'shines', 'bright', 'amazing', 'personality', 'queen', 'keep', 'head', 'beautiful', 'girl', 'take', 'day', 'day', 'like', 'almost', 'end', 'road']",amazing hope impact people smile make even grumpy grinch smile genuinely happy positivity genuine happiness makes better person hope know proud may know made proud let bump journey crumble took bull horns slaying cannot wait see video ringing bell deserve much light shines bright amazing personality queen keep head beautiful girl take day day like almost end road
definitely amazing think often praying always wishing best outcome amazing future,"['definitely', 'amazing', 'think', 'often', 'praying', 'always', 'wishing', 'best', 'outcome', 'amazing', 'future']",definitely amazing think often praying always wishing best outcome amazing future
god jesus worry anything praying sister,"['god', 'jesus', 'worry', 'anything', 'praying', 'sister']",god jesus worry anything praying sister
guys cute get well soon delia,"['guys', 'cute', 'get', 'well', 'soon', 'delia']",guys cute get well soon delia
praying god bless tenn,"['praying', 'god', 'bless', 'tenn']",praying god bless tenn
strong woman make treatment look easy,"['strong', 'woman', 'make', 'treatment', 'look', 'easy']",strong woman make treatment look easy
sending many prayers delia dylan go journey family know heavenly father showering protective angels keep body safe infection harm strong courageous beautiful wonderful spectacular sending huge hugs,"['sending', 'many', 'prayers', 'delia', 'dylan', 'go', 'journey', 'family', 'know', 'heavenly', 'father', 'showering', 'protective', 'angels', 'keep', 'body', 'safe', 'infection', 'harm', 'strong', 'courageous', 'beautiful', 'wonderful', 'spectacular', 'sending', 'huge', 'hugs']",sending many prayers delia dylan go journey family know heavenly father showering protective angels keep body safe infection harm strong courageous beautiful wonderful spectacular sending huge hugs
amazing thoughts prayers 3 stay strong,"['amazing', 'thoughts', 'prayers', 'stay', 'strong']",amazing thoughts prayers stay strong
delia beat amazing strength loving support dylan everyone youtube even though really hard make sick drain smile beautiful spirit positivity traumatic treatment going many blessings,"['delia', 'beat', 'amazing', 'strength', 'loving', 'support', 'dylan', 'everyone', 'youtube', 'even', 'though', 'really', 'hard', 'make', 'sick', 'drain', 'smile', 'beautiful', 'spirit', 'positivity', 'traumatic', 'treatment', 'going', 'many', 'blessings']",delia beat amazing strength loving support dylan everyone youtube even though really hard make sick drain smile beautiful spirit positivity traumatic treatment going many blessings
stay strong love,"['stay', 'strong', 'love']",stay strong love
delia beautiful young woman stay positive come much easier finished treatment almost year day diagnosed wonderful support beautiful husband must help immensely love im sure kick cancers xxxx,"['delia', 'beautiful', 'young', 'woman', 'stay', 'positive', 'come', 'much', 'easier', 'finished', 'treatment', 'almost', 'year', 'day', 'diagnosed', 'wonderful', 'support', 'beautiful', 'husband', 'must', 'help', 'immensely', 'love', 'im', 'sure', 'kick', 'cancers', 'xxxx']",delia beautiful young woman stay positive come much easier finished treatment almost year day diagnosed wonderful support beautiful husband must help immensely love im sure kick cancers xxxx
new subscriber need go back watch beginning trooper,"['new', 'subscriber', 'need', 'go', 'back', 'watch', 'beginning', 'trooper']",new subscriber need go back watch beginning trooper
praying delia,"['praying', 'delia']",praying delia
wanted cry whole video emotional said forever awe strength inspire beyond express love chile,"['wanted', 'cry', 'whole', 'video', 'emotional', 'said', 'forever', 'awe', 'strength', 'inspire', 'beyond', 'express', 'love', 'chile']",wanted cry whole video emotional said forever awe strength inspire beyond express love chile
inspiration strong calm sending much love postive vibes,"['inspiration', 'strong', 'calm', 'sending', 'much', 'love', 'postive', 'vibes']",inspiration strong calm sending much love postive vibes
hope beat move life best health,"['hope', 'beat', 'move', 'life', 'best', 'health']",hope beat move life best health
sending lots love well done trooper,"['sending', 'lots', 'love', 'well', 'done', 'trooper']",sending lots love well done trooper
hi gorgeous strongest women ever seen please lord pray health freedom horrible cancer thank teaching us strong even hard time,"['hi', 'gorgeous', 'strongest', 'women', 'ever', 'seen', 'please', 'lord', 'pray', 'health', 'freedom', 'horrible', 'cancer', 'thank', 'teaching', 'us', 'strong', 'even', 'hard', 'time']",hi gorgeous strongest women ever seen please lord pray health freedom horrible cancer thank teaching us strong even hard time
hey pretty lady went chemo well stem cell transplant life chemo cancer stay strong got body abs minds amazing long hard road,"['hey', 'pretty', 'lady', 'went', 'chemo', 'well', 'stem', 'cell', 'transplant', 'life', 'chemo', 'cancer', 'stay', 'strong', 'got', 'body', 'abs', 'minds', 'amazing', 'long', 'hard', 'road']",hey pretty lady went chemo well stem cell transplant life chemo cancer stay strong got body abs minds amazing long hard road
delia go girl,"['delia', 'go', 'girl']",delia go girl
6 4 year old asked text prayer dear jesus pray dalia gets healed cancer medicine help cancer away get healed minutes hope dont get cancer written verbatim,"['year', 'old', 'asked', 'text', 'prayer', 'dear', 'jesus', 'pray', 'dalia', 'gets', 'healed', 'cancer', 'medicine', 'help', 'cancer', 'away', 'get', 'healed', 'minutes', 'hope', 'dont', 'get', 'cancer', 'written', 'verbatim']",year old asked text prayer dear jesus pray dalia gets healed cancer medicine help cancer away get healed minutes hope dont get cancer written verbatim
